,rate
29504,1
44805,1
48103,1
44323,1
46710,0
41739,0
47074,1
45813,0
3054,0
15717,0
48506,1
28353,0
35968,1
31613,0
36143,0
35374,1
45864,1
35697,1
29923,1
6414,0
43406,1
31292,1
41194,0
32667,1
38297,0
38690,1
34514,1
48691,0
48399,0
2778,0
4930,0
44838,1
45433,1
18021,0
33341,0
48388,1
30429,1
16201,0
31840,1
44077,0
34784,1
3710,0
45266,1
14663,0
35214,1
45791,1
47288,1
34477,1
44248,1
43967,1
40061,0
31641,0
36322,0
4246,0
44796,0
35514,1
33558,1
39422,0
48457,0
48983,1
35425,1
18285,0
7429,0
47709,1
47953,1
48456,1
47763,0
42570,0
33240,1
29644,1
30926,1
49665,1
32712,1
17797,0
29593,1
692,0
33504,1
33296,1
44610,1
1346,0
25196,0
45343,1
23315,0
17055,0
20467,0
29597,1
7316,0
38045,0
28040,0
31579,1
6945,0
41770,0
30741,1
29297,1
49295,0
47324,0
35535,1
44243,1
47252,1
36666,0
7422,0
13069,0
35852,1
16915,0
1652,0
33005,1
46825,0
41494,0
12068,0
47165,1
34425,0
24076,0
39062,0
46549,0
10288,0
46668,0
22012,0
49948,1
31952,1
1011,0
10273,0
34372,0
49908,1
49351,1
27401,0
47250,1
38732,1
34550,0
47119,1
32882,1
32542,0
31739,1
713,0
30587,0
30582,1
44870,0
32140,1
47331,1
35397,0
44506,1
31904,1
14645,0
45330,1
28575,1
48403,1
12656,0
46848,1
45237,0
36548,0
49969,0
1450,0
42095,0
27184,0
29441,1
43700,1
35951,1
35912,1
29219,1
45116,0
32298,0
18338,0
33012,1
43719,1
46516,1
38569,1
46460,0
30543,1
49741,1
46488,1
38820,0
39136,0
30513,1
37324,0
35031,1
13002,0
43830,1
36124,0
5409,0
28947,0
34543,1
35105,1
9551,0
36134,0
43885,1
11051,0
32613,1
23912,0
29344,1
49491,1
48845,0
4167,0
21023,0
30789,1
6103,0
47461,1
30002,1
44697,1
31556,1
46963,1
31411,1
48094,1
36629,0
47147,1
13793,0
14060,0
38147,0
45816,1
6506,0
29088,0
31779,1
45321,1
13318,0
46390,0
38927,0
43426,1
31531,1
38861,0
29094,1
35833,1
19478,0
33199,1
44456,1
46567,0
16940,0
29315,0
44717,1
45764,1
11173,0
33628,1
32545,0
1499,0
5462,0
41154,0
45057,1
24997,0
34689,0
30037,1
33245,0
2270,0
47070,1
47577,1
36741,0
49125,0
46538,1
7159,0
32510,1
34554,1
33471,1
45112,1
47487,1
31738,0
29925,1
8406,0
32687,0
10983,0
49626,1
3696,0
26929,0
46760,0
47169,1
1632,0
46742,1
36828,0
2679,0
29374,1
47235,1
33443,1
38817,0
2902,0
26635,0
40033,0
43301,1
13401,0
22057,0
4850,0
21550,0
48055,1
47725,1
35666,1
22826,0
45199,0
27035,0
35537,1
33089,1
16324,0
31263,1
2423,0
21436,0
13568,0
43211,1
34343,1
49964,1
21400,0
11073,0
29498,1
25888,0
547,0
22221,0
39406,0
28618,0
9253,0
44537,1
22257,0
21772,0
49101,1
37261,0
39390,0
41665,0
30663,1
6453,0
30584,1
47216,1
34272,0
46096,0
35059,1
45076,1
35808,1
47206,1
43246,1
27523,0
33446,0
47094,1
35481,1
47039,1
45445,1
29743,0
20283,0
43617,1
46466,1
49622,1
31702,1
8018,0
45128,1
11044,0
45834,1
2999,0
43440,1
45138,1
28526,1
23663,0
16090,0
48348,0
11246,0
12457,0
48484,0
34654,1
16252,0
47312,0
34360,1
34396,1
32845,1
49135,1
43735,1
1039,0
30012,1
11935,0
46222,1
29010,1
42231,0
44755,1
34544,1
3564,0
8103,0
5494,0
31582,1
34068,1
31965,1
47460,1
48231,1
22148,0
34378,1
18155,0
24458,0
4804,0
30935,1
45332,1
18485,0
9037,0
17284,0
6256,0
39633,0
49837,1
45671,1
33419,1
27264,0
34305,1
46728,0
35447,1
3105,0
36270,0
16120,0
48819,1
32734,1
28480,0
14678,0
45478,1
31396,1
18264,0
16772,0
30468,0
49623,1
33646,0
35551,0
45229,1
14187,0
12137,0
12351,0
48727,1
2662,0
36259,1
45495,0
31808,1
46040,1
46098,0
30305,1
23456,0
8527,0
39916,0
49335,1
34630,0
43248,1
31700,1
8317,0
37018,0
10017,0
35751,1
30057,1
48341,1
36193,1
32149,0
42030,0
7035,0
33938,1
4882,0
45005,1
35525,1
31042,1
43741,0
44502,1
29805,1
34406,1
13453,0
43798,1
106,0
39536,0
47724,0
20149,0
32431,1
45968,1
5454,0
10699,0
9240,0
3518,0
48599,0
27083,0
16980,0
44341,1
33732,1
34756,1
47654,1
46607,1
46310,1
33943,0
33679,1
7923,0
34670,0
48595,0
1651,0
49667,1
28602,1
47510,0
44887,0
33822,1
29622,1
32591,1
3539,0
15182,0
43209,0
45084,1
38174,0
29467,1
45016,1
46169,1
26192,0
48408,1
31966,0
32822,1
19787,0
31956,1
5660,0
49291,0
35453,1
43194,1
45944,1
45983,0
40553,0
46133,0
3002,0
31402,1
44991,1
33032,1
43344,1
47366,1
38717,1
46025,1
23685,0
37732,0
43263,1
9091,0
43373,1
43665,1
44420,0
43162,0
34770,1
28770,1
33244,1
33185,1
43206,0
29693,1
49652,1
16046,0
42050,0
33812,0
33542,1
8291,0
48855,1
44516,1
29419,1
34411,1
30367,1
21969,0
31457,1
28975,0
44371,0
47997,1
33100,1
43304,1
32442,1
44469,1
33922,0
1608,0
43553,0
48150,1
7618,0
36159,0
41323,0
27999,0
31454,1
44274,1
32991,0
43179,1
5517,0
11972,0
46443,1
49775,1
44232,1
49456,1
43883,1
32963,1
20358,0
19068,0
16180,0
30039,1
33575,1
18287,0
48957,1
22778,0
46314,1
45933,0
45934,0
43730,0
16961,0
33008,0
45254,1
46786,1
43901,1
35532,0
38660,0
1945,0
7021,0
32077,1
37715,0
8806,0
26631,0
9578,0
44052,0
47004,1
28420,0
47040,1
2226,0
8613,0
29832,0
46935,0
16818,0
49435,1
47753,0
9935,0
35288,1
34150,0
34030,1
1743,0
48303,1
6633,0
43575,0
36354,0
47090,1
28659,1
20739,0
12324,0
17572,0
43055,0
48820,1
38402,0
2978,0
38095,0
40927,0
5036,0
38235,0
47413,1
35363,1
28755,1
15682,0
13801,0
31765,1
22390,0
33844,1
49586,1
34216,0
23960,0
49965,1
43397,1
45114,1
33022,1
30666,1
34513,1
39759,0
46509,1
48438,0
21371,0
36201,0
32320,1
48499,1
32736,1
4390,0
24149,0
35088,1
6265,0
30857,1
35598,1
35989,1
3831,0
48561,1
9340,0
40405,0
12188,0
32244,1
44582,1
28721,1
3474,0
33030,1
46689,1
47554,1
35463,1
32732,1
38579,1
49926,0
6448,0
7968,0
49966,1
5648,0
9198,0
25897,0
29281,1
12327,0
29861,1
27863,0
46632,1
49152,1
4139,0
32104,1
32710,1
34822,1
35180,1
34583,1
6314,0
46889,1
34205,0
46579,0
5252,0
3151,0
30256,1
30566,1
49419,1
27325,0
46373,1
36233,1
40575,0
31713,1
49906,0
20047,0
34887,0
3800,0
43876,1
46684,1
29472,1
44344,1
35585,1
46486,1
29180,1
47915,1
5307,0
43017,0
43494,1
41600,0
167,0
15280,0
33473,1
28421,1
41820,0
31004,0
48744,1
47341,0
28752,1
23436,0
17162,0
10311,0
17039,0
33826,1
45772,1
48686,0
48302,1
34940,1
29112,1
37066,0
20263,0
37948,0
26736,0
31049,1
45943,1
44581,0
31133,1
29169,0
43947,1
6594,0
38782,0
36926,0
33517,0
45957,1
45725,1
28712,1
30144,1
36199,0
23027,0
44526,1
30910,0
13362,0
48551,0
46577,1
11788,0
6075,0
30358,0
7896,0
2606,0
30474,1
30239,1
45731,1
31905,0
34739,0
34167,1
35371,0
48949,0
9175,0
32773,1
36870,0
48646,0
44182,1
4453,0
33062,1
33725,1
39013,0
34601,1
33697,0
29135,1
46777,1
36841,0
39703,0
49026,1
46436,1
39453,0
29655,1
44083,1
33276,1
2373,0
49368,0
33396,1
35291,1
33360,1
42123,0
28715,1
17552,0
33916,1
21855,0
43317,1
31001,1
34685,1
33248,0
7782,0
36042,1
39050,0
7020,0
44535,1
13329,0
16835,0
29508,0
19227,0
12337,0
47162,0
49796,1
29045,1
3769,0
31502,1
44399,1
2081,0
45049,0
32615,1
8697,0
33540,1
17771,0
30296,1
27492,0
22099,0
24089,0
44633,1
49150,1
49098,1
26149,0
33926,1
22777,0
35434,1
31200,1
24673,0
45900,0
29957,1
30493,0
45251,0
49391,1
12707,0
23183,0
21891,0
28687,0
31740,1
20141,0
32564,0
48943,1
28431,1
47671,1
26797,0
32968,1
46309,1
10342,0
46074,1
33831,1
33739,1
31760,1
26039,0
46506,1
39974,0
46219,0
15793,0
49880,1
10432,0
48517,1
43898,1
49420,1
36656,0
26069,0
30561,1
31759,1
30369,0
43546,1
42868,0
26588,0
49237,1
46037,1
45551,1
43437,1
35863,1
30196,1
33421,0
21922,0
32418,1
34914,1
37465,0
45584,0
12854,0
5527,0
17555,0
48168,1
32491,1
31467,1
45515,1
46015,0
6566,0
12138,0
36115,1
29893,1
48142,0
32079,1
11180,0
15060,0
34001,1
46272,1
48877,0
31247,1
26642,0
25301,0
47947,0
18717,0
694,0
22206,0
46578,1
31406,1
43285,1
44809,0
47696,1
18305,0
32552,1
3487,0
44988,1
18479,0
30118,1
26807,0
35057,1
29342,1
45282,1
49603,1
44155,1
44482,0
34471,0
13806,0
32328,1
33267,1
128,0
20159,0
5267,0
31105,1
20672,0
3297,0
44070,1
35220,1
43249,1
11370,0
16179,0
30100,1
18716,0
44011,1
41726,0
30675,1
48244,1
49525,1
29802,1
3206,0
31448,1
44589,1
45587,1
30082,0
30194,0
35757,1
47459,1
44100,1
35601,1
12420,0
35608,1
29634,1
28689,1
44752,0
1916,0
32027,1
34298,0
5174,0
43838,0
45760,1
45905,0
46197,0
47068,0
35986,1
1631,0
4385,0
31959,1
30597,1
16867,0
46898,1
24730,0
39364,0
48703,1
44892,1
10416,0
1397,0
120,0
30761,1
33899,1
35817,1
36999,0
44635,0
36348,1
29379,0
36246,0
45426,0
48289,1
49442,1
45995,1
46228,1
44271,1
34006,1
27721,0
29350,1
31758,1
48391,1
44908,1
16151,0
16480,0
29671,1
25056,0
33176,1
34206,1
44016,0
48459,1
29203,1
20978,0
32688,1
25522,0
37496,0
21614,0
34495,1
8371,0
36735,0
45819,0
19249,0
47204,1
33303,1
8675,0
46053,0
49793,1
33020,1
7784,0
22807,0
34844,1
23645,0
17208,0
44706,1
30438,1
29264,1
45954,1
30791,1
47952,0
16388,0
43633,1
32495,1
32944,1
41996,0
3055,0
44120,1
35159,1
4375,0
45962,1
7738,0
49726,1
34099,1
34622,1
32950,1
44588,1
31605,1
21189,0
31107,1
8275,0
22625,0
26690,0
28968,1
21455,0
37459,0
25320,0
28818,0
42224,0
35275,1
49600,1
48477,0
32462,1
35221,1
43688,1
44007,1
41787,0
47284,1
43598,1
44189,1
14139,0
39223,0
14745,0
37751,0
46356,1
29811,1
21463,0
18281,0
43971,1
46135,0
10861,0
49982,1
43820,1
43145,0
31220,1
45552,1
28467,1
30324,1
31231,1
13268,0
35681,1
47215,1
3675,0
30394,1
28490,1
29633,1
49706,0
47812,0
29353,0
43425,1
4515,0
24889,0
41165,0
45977,1
34640,1
44013,0
35123,1
45265,1
33756,1
23713,0
33317,0
43805,0
32366,1
32800,1
34108,0
19831,0
47064,1
43790,1
43496,1
42657,0
35147,1
47363,1
34855,1
41970,0
35678,1
14681,0
47621,1
44311,1
29620,0
38575,1
17523,0
32920,0
47137,1
33247,1
46250,0
43098,0
18926,0
35103,1
49486,0
14222,0
45137,0
48346,1
29996,1
22404,0
21011,0
48591,0
29028,1
34527,0
49477,1
14855,0
30637,1
49100,1
44114,1
41524,0
30156,1
49493,1
34991,1
29035,1
48204,1
49949,1
46824,1
28500,1
47588,1
45660,1
45488,1
28989,1
31433,1
34852,0
38754,0
43514,1
36154,1
35722,1
17829,0
46253,1
34381,1
46062,1
17833,0
24924,0
21312,0
32662,1
7248,0
29071,1
16850,0
33327,1
17266,0
48439,1
33660,1
33886,1
23299,0
36381,0
49758,1
9339,0
29706,1
7910,0
4616,0
16112,0
30846,1
29808,1
46862,1
32235,1
15586,0
38623,1
45796,1
30858,1
3061,0
30447,1
45109,0
16446,0
3797,0
33382,0
33824,1
33167,1
47932,0
39986,0
35794,1
34081,1
35985,1
24488,0
17873,0
12795,0
16070,0
26091,0
9509,0
29638,1
18425,0
44749,1
11256,0
40495,0
25630,0
43846,1
31321,1
36070,0
36309,1
35871,1
25393,0
3190,0
25854,0
45434,0
11915,0
30137,1
22598,0
16284,0
46693,1
34650,1
25806,0
2792,0
30730,1
30424,1
29607,1
7647,0
47259,1
43840,1
8383,0
44691,1
34456,0
37845,0
26772,0
49500,1
35075,0
22290,0
35100,1
34380,1
40179,0
4832,0
48796,1
38282,0
35202,1
44062,1
36039,0
15204,0
31311,0
22069,0
29373,1
30478,1
46110,1
15695,0
45521,1
28959,0
11917,0
32206,1
33129,0
49019,1
47980,1
2512,0
31046,1
46395,1
31053,1
17045,0
29365,1
33699,1
23378,0
35800,1
38719,1
17142,0
31085,1
48033,0
46060,0
49856,1
27044,0
45050,0
23355,0
15216,0
28930,1
9383,0
30939,1
36609,0
28782,1
30208,1
45238,1
46150,1
32881,1
41719,0
7120,0
32961,0
48344,1
25234,0
14958,0
44927,1
32548,1
33810,0
47749,0
47729,1
45565,1
45911,1
33297,0
48432,1
47287,1
20465,0
25153,0
38534,1
33481,0
45368,1
175,0
46653,1
48448,1
44623,1
37237,0
34160,1
33149,1
28953,1
35944,0
29377,1
48154,1
30628,1
4294,0
30755,1
34537,0
21314,0
29585,0
43777,1
33612,1
29291,1
1729,0
26711,0
31243,1
43610,1
35079,1
11893,0
30079,0
13975,0
22083,0
3645,0
19358,0
31592,1
22636,0
33924,1
45620,1
48665,1
47496,1
38631,1
36398,1
43160,0
49369,1
23171,0
16189,0
42773,0
28561,0
36336,1
31519,1
31725,1
43470,0
37530,0
43767,0
48067,1
45331,1
33521,1
28522,1
10377,0
48255,1
32555,1
34707,1
6283,0
44415,1
11789,0
18722,0
28289,0
32189,1
23391,0
34433,1
47780,1
1877,0
33258,1
46205,1
33299,1
28934,1
22283,0
28844,1
49504,1
26417,0
33952,1
36636,0
49328,1
47541,1
29223,1
32162,1
19973,0
43857,1
42620,0
49930,1
35629,1
48427,0
29270,1
31440,0
31624,0
48024,1
49400,1
38040,0
17657,0
34473,0
12669,0
37316,0
36387,1
10125,0
15704,0
3059,0
35154,1
34891,1
34834,1
31313,0
48254,1
31174,0
2808,0
17414,0
45631,0
29950,1
31163,1
19148,0
26245,0
3154,0
32715,1
38337,0
10779,0
33769,1
33744,0
46855,1
45317,1
39173,0
32474,1
37368,0
31203,1
39716,0
14633,0
34965,1
48846,1
33291,0
35524,1
43186,1
35193,1
43671,1
17665,0
19515,0
44630,1
27110,0
20919,0
34867,1
44318,0
46928,1
15477,0
47264,1
48473,0
19551,0
29307,1
36088,0
49852,1
31320,1
34485,1
46200,1
30918,1
44839,1
24024,0
28516,1
47728,1
49886,1
32325,1
47569,1
48928,0
30570,0
13310,0
1775,0
32763,1
43968,1
46944,1
31469,1
29886,1
46994,1
46615,1
28638,1
38898,0
28545,1
9524,0
7829,0
30488,1
25737,0
49537,1
46241,1
29854,0
43390,1
22107,0
48632,1
48546,1
29756,1
10447,0
4557,0
35104,1
45494,1
21780,0
34710,0
45352,1
35618,1
48892,1
32869,1
30629,1
3076,0
17546,0
34437,1
47125,1
19462,0
42887,0
36395,1
23867,0
10984,0
31807,1
45743,1
34805,1
22783,0
45751,1
33961,1
8695,0
31607,0
12733,0
33047,1
23708,0
29299,0
35161,1
49236,1
8805,0
26070,0
37815,0
49812,0
43501,1
2047,0
30506,1
47166,0
32933,1
34878,1
49107,0
46572,1
28004,0
29674,1
15213,0
44602,1
29282,1
27462,0
34271,0
44696,1
48719,1
32713,1
29146,1
35024,0
46125,1
216,0
32219,1
43766,1
10167,0
35637,1
5770,0
12434,0
33678,0
44376,0
35080,1
31880,1
34716,1
34096,1
35033,1
49374,0
20648,0
37366,0
41131,0
43913,0
28803,1
23733,0
28236,0
35347,1
34763,1
12700,0
48012,1
35191,0
20983,0
21226,0
29139,1
35456,1
35418,1
17377,0
32000,1
43056,0
17842,0
35712,1
12062,0
9034,0
32486,0
49249,1
49333,0
46976,1
46019,1
39706,0
31222,1
40002,0
2139,0
33497,1
24151,0
49879,1
31674,1
31584,1
1098,0
43781,0
41822,0
33714,1
48941,1
16710,0
48545,0
8287,0
41491,0
34052,1
32379,0
47349,1
45453,1
34352,1
49802,1
48919,1
9421,0
30969,0
48840,1
17585,0
33536,1
30177,1
31414,1
15673,0
47735,1
49954,1
45127,1
29938,1
45123,1
35320,0
30109,1
22705,0
49731,1
41198,0
36394,0
34952,1
38561,0
19545,0
1879,0
48600,1
30032,1
4673,0
34522,1
31555,1
29714,1
7321,0
49428,0
43632,1
32167,1
10992,0
46657,1
33955,1
34478,0
47115,1
6039,0
28843,1
45601,1
37405,0
44242,1
30672,1
47273,0
28936,0
35613,1
46558,1
46600,1
11859,0
3324,0
46669,0
38979,0
34986,1
11685,0
46475,1
45614,1
42003,0
459,0
49392,1
45133,1
37095,0
48871,1
28694,1
28586,1
48431,1
48208,0
46381,1
29370,1
43760,1
37924,0
47271,1
39643,0
23291,0
33073,1
49650,1
32030,0
34296,1
33691,1
40613,0
22536,0
36325,1
47257,0
34995,1
46969,1
28381,0
20424,0
34552,1
47038,1
13301,0
39967,0
29224,1
17632,0
46688,1
32043,0
13551,0
27013,0
14377,0
840,0
21200,0
49792,1
46195,0
25583,0
47141,1
16768,0
44321,0
10524,0
1275,0
37635,0
41208,0
31783,0
6227,0
21557,0
37351,0
10148,0
30023,1
35263,0
32767,0
41961,0
30634,1
49611,1
32049,0
26111,0
32200,1
33820,0
28875,1
32632,0
45896,0
20745,0
44142,1
32119,1
35194,1
22193,0
33454,1
8391,0
38643,1
47292,1
38246,0
44386,1
49192,1
35750,1
37404,0
30996,1
49712,1
5966,0
31924,1
44081,1
34146,1
46758,1
40458,0
31669,1
49476,1
16369,0
45927,1
33918,1
8579,0
33629,1
33829,1
28945,1
44702,0
34660,0
38535,0
28547,1
33444,1
46974,1
11604,0
49565,1
32277,1
38051,0
39960,0
37272,0
13497,0
47592,1
48886,1
45807,1
3776,0
35593,0
43558,1
45814,1
48739,1
49140,1
34617,1
29822,1
34605,1
35875,1
28670,1
29813,1
34179,1
29576,1
9202,0
49375,1
45852,1
31558,1
32835,1
43942,1
45997,0
2543,0
35645,0
34145,1
49679,0
31183,0
29145,1
48973,1
37096,0
49165,0
33666,1
3077,0
47739,1
29629,1
47573,1
40670,0
35084,1
35023,1
44409,1
46960,1
43480,0
32752,1
23548,0
32169,1
32046,0
34551,1
44994,0
35819,1
32339,1
34389,1
40738,0
43902,1
49108,1
34410,0
27681,0
48242,1
15746,0
28918,0
44619,1
10385,0
23070,0
43548,1
38533,1
7659,0
44666,1
43389,0
31914,1
33431,0
827,0
36986,0
32101,1
29817,1
19627,0
48763,1
32201,1
39729,0
31275,1
36170,0
29818,1
19441,0
47854,1
31757,1
28168,0
15561,0
35927,1
33672,1
29117,1
18835,0
31128,1
534,0
49214,1
40142,0
23277,0
33342,1
11143,0
19386,0
44799,1
49951,1
47564,1
48145,1
29449,0
14758,0
35058,1
34341,1
27844,0
30277,1
34747,1
25485,0
36366,1
33414,1
6957,0
34438,1
29914,0
27570,0
22644,0
36390,1
48479,1
21190,0
19528,0
40274,0
8276,0
28703,1
44786,1
38563,1
47590,0
38637,1
38600,1
38336,0
34582,1
35628,1
31194,1
7825,0
24023,0
34631,1
32243,1
13924,0
47354,1
45677,0
31233,1
37506,0
29494,1
31310,0
4966,0
33313,0
21244,0
27546,0
4324,0
32668,1
27098,0
30650,1
29718,1
22175,0
47963,1
29312,1
49306,0
33777,1
35188,0
6040,0
46940,1
49502,1
30779,1
5952,0
29341,1
31647,1
33052,0
49403,1
27501,0
44329,1
26814,0
40111,0
40744,0
7625,0
47703,1
33500,1
28698,1
31495,1
32979,1
29871,1
28842,1
38598,1
34678,1
42265,0
32825,1
34780,0
17397,0
28222,0
34224,1
44959,1
39318,0
35651,1
36202,0
8589,0
28486,1
29031,1
44367,1
28916,1
48558,1
17712,0
35683,1
33962,1
11745,0
32720,1
35595,0
49561,1
7567,0
48349,0
43817,1
44459,1
25864,0
44687,1
25212,0
38106,0
31663,1
44545,0
23849,0
35423,1
36554,0
4299,0
29431,1
44616,1
36061,1
48174,0
29495,1
43609,1
46293,1
34745,1
31443,0
45432,0
29347,1
44429,0
45559,1
29917,1
33771,1
7368,0
44527,1
19761,0
5497,0
40234,0
39204,0
1001,0
41200,0
21596,0
29922,1
33881,1
49691,1
14005,0
4914,0
45188,1
33651,1
14023,0
24603,0
33621,1
22654,0
32426,1
21956,0
31949,1
26526,0
35633,1
49180,1
7259,0
3561,0
47959,1
49275,1
31585,1
45609,1
46660,1
7392,0
46808,1
30891,1
45184,1
19768,0
17161,0
38679,0
38657,0
13442,0
28895,0
48700,0
38687,1
29932,1
43058,0
32852,1
31888,1
18908,0
32975,1
45586,1
32884,1
4343,0
30090,1
45096,1
31397,1
48835,1
34427,0
29797,1
31332,1
19888,0
24469,0
19795,0
14658,0
21748,0
32658,1
32656,1
34658,1
49776,0
48950,1
45175,1
2685,0
32447,1
29003,1
41942,0
7899,0
29747,1
38840,0
4643,0
44076,1
32178,1
29870,1
33800,1
31962,0
8386,0
42317,0
29793,1
47511,1
43391,0
38029,0
15168,0
13441,0
23098,0
42659,0
35507,1
44547,1
30214,1
47393,0
30056,0
45524,1
27706,0
31434,1
49250,1
29929,1
40404,0
29461,0
20742,0
44491,0
35315,1
34875,1
41968,0
44144,1
44304,1
21593,0
48829,1
48370,0
45344,1
31459,1
34180,1
49354,1
27259,0
36135,1
38713,1
46981,0
6,0
32786,1
5549,0
25082,0
10647,0
18713,0
21278,0
30760,1
32063,1
36326,1
46946,1
35385,1
28971,1
43905,1
45538,1
35959,1
3189,0
33325,0
35942,1
18187,0
14131,0
47524,1
40699,0
30131,1
9150,0
45280,1
49423,0
34492,1
33832,1
17516,0
32524,1
32609,0
49805,0
4840,0
46489,1
32003,0
45424,1
10867,0
45252,0
44434,1
15580,0
29741,1
38192,0
35427,0
2525,0
49543,1
30224,1
44438,1
33213,1
3840,0
48853,1
49215,0
33565,1
46435,0
33491,1
39276,0
20639,0
33695,0
30749,1
49257,1
22619,0
44484,0
33789,1
33482,0
27886,0
43793,1
35643,1
31287,1
35270,0
7855,0
21219,0
47553,0
49844,1
48880,1
9537,0
32268,1
41444,0
45190,1
28754,1
4524,0
36258,1
30450,1
45845,0
44217,0
49168,1
30134,1
39684,0
45093,1
7973,0
6629,0
41687,0
42031,0
48248,0
46008,1
32094,1
22000,0
39623,0
5333,0
30729,1
43424,1
32175,1
35032,0
48216,0
29179,1
31676,0
9282,0
45699,1
16033,0
31419,1
5243,0
49767,1
35372,0
7243,0
35168,0
30899,1
44277,1
20024,0
33758,0
236,0
2043,0
48299,1
23942,0
43577,1
32877,1
31499,1
46223,1
2748,0
17140,0
32327,1
2451,0
45612,0
13397,0
10064,0
31027,0
47155,1
44269,1
6478,0
19642,0
45340,1
44674,1
45648,1
35657,1
40914,0
46956,1
49013,0
35113,1
34627,1
31594,1
32971,1
46621,1
24109,0
43579,1
49373,0
44997,1
48893,1
47708,1
2628,0
48711,1
46543,1
32087,1
1213,0
35786,0
32756,1
6935,0
33857,0
49521,1
47181,1
34070,1
34357,1
46166,1
37747,0
25845,0
49745,1
23514,0
45406,0
37812,0
35329,1
17387,0
47131,1
19348,0
22792,0
44578,1
33084,1
31255,1
43647,0
46810,0
19519,0
48571,1
46623,0
25040,0
31790,1
13331,0
5438,0
38686,0
47748,1
45449,1
8093,0
23962,0
33751,1
47263,0
19982,0
22277,0
31970,0
36214,1
48063,1
32841,1
647,0
26041,0
36140,1
13385,0
35776,1
46018,0
6174,0
43823,0
45951,1
36740,0
34050,0
20147,0
29667,1
46743,1
46176,1
19252,0
48562,1
11941,0
35050,1
32088,0
49136,1
19097,0
43488,1
14739,0
49644,1
32808,1
8049,0
19081,0
49483,1
8835,0
30594,1
30854,1
47006,1
37078,0
45533,1
37501,0
49719,1
35763,0
48756,1
48867,1
49126,1
30207,1
33489,1
31547,1
557,0
28683,1
44200,1
45065,1
11578,0
46737,1
36933,0
16138,0
45858,1
46408,1
31510,1
43459,0
21320,0
49813,1
34528,0
33346,1
14859,0
35035,0
28807,1
49643,1
19165,0
48720,1
13468,0
34040,1
20411,0
39815,0
44818,1
44151,1
29062,1
29746,0
20168,0
34548,0
48491,0
32253,0
4944,0
35500,1
33580,1
30559,1
1113,0
37384,0
48648,0
26680,0
31723,0
25929,0
25350,0
47343,1
35151,1
44803,1
24111,0
10785,0
30736,1
47448,1
49041,0
46365,1
21878,0
31151,1
35916,1
48502,1
34727,1
34786,1
46076,1
47543,1
44688,0
43620,1
3201,0
36239,1
2694,0
33569,0
10904,0
32686,1
31496,1
43319,1
6394,0
46750,1
3706,0
24201,0
25597,0
46398,1
27711,0
44703,0
35543,1
30630,1
44244,1
43842,1
11464,0
40860,0
45381,0
31229,0
42634,0
34210,0
46635,1
45169,1
34740,1
43485,1
305,0
48327,1
10641,0
31695,1
49655,1
29676,1
36293,1
26743,0
44308,1
48566,1
29367,1
33283,1
11497,0
49272,1
17192,0
30013,1
30600,1
30343,1
29154,1
29705,1
25629,0
45444,1
35369,1
20887,0
6043,0
49883,1
18017,0
47092,1
34110,1
17225,0
46048,1
48037,1
30679,0
48152,1
35701,1
39127,0
38460,0
30746,1
34182,1
24394,0
32670,0
33070,0
42600,0
2556,0
32546,1
44066,1
38625,1
3784,0
44564,1
35354,1
31939,1
48369,1
43711,1
45059,1
28681,0
36030,1
43419,1
5423,0
47296,0
36012,0
32349,1
10061,0
45346,0
5192,0
35439,0
46815,1
3168,0
49256,1
31658,0
10584,0
31278,1
49344,1
18472,0
33806,0
31844,1
46012,0
921,0
31181,1
49988,1
3655,0
45072,1
46041,0
35996,1
46346,0
33815,0
14766,0
30000,1
26404,0
31420,1
34970,1
35812,0
36472,0
25162,0
47926,1
10320,0
45616,0
32676,1
32911,1
48993,1
32040,1
30622,1
46363,1
10406,0
31559,1
5251,0
45843,1
31593,1
34183,1
21966,0
35814,0
29313,1
49396,1
47683,1
45285,1
1910,0
41218,0
48605,1
11925,0
49073,1
43863,1
45744,0
25685,0
28986,1
47438,1
42604,0
20258,0
35167,1
30589,0
7472,0
43924,1
34559,1
22344,0
35189,1
26939,0
17835,0
43750,0
32804,1
11055,0
41548,0
35117,1
48249,1
34426,0
34820,1
28647,1
25734,0
34679,1
33217,1
34253,0
44231,0
49984,0
48066,0
48070,1
29093,1
42329,0
46544,1
47245,0
42664,0
47808,0
19840,0
33126,1
48653,1
46065,0
44312,1
31334,0
33186,1
46360,1
49821,1
4650,0
47873,0
46894,1
40855,0
30907,1
29132,1
3463,0
19598,0
32605,1
31063,0
6743,0
46947,1
35452,1
12648,0
34973,1
46774,1
44026,0
43948,1
45080,1
13324,0
48177,0
19092,0
33457,1
33587,1
35994,1
42023,0
35603,0
33798,1
29611,1
44255,1
33868,1
30863,1
19412,0
29343,1
49116,1
44349,1
43907,0
35901,1
31532,1
47809,1
14277,0
30219,0
9861,0
6635,0
46643,1
10332,0
29759,1
3739,0
29787,0
48230,1
46265,1
48579,1
43667,0
14802,0
32607,1
47624,1
48307,1
36255,1
49074,1
49188,1
6790,0
47563,1
11326,0
29831,1
1053,0
47465,1
47442,1
48172,1
48675,1
29625,1
45564,1
46959,1
43526,1
48058,1
32621,0
12846,0
5912,0
43813,1
21938,0
27853,0
6092,0
44424,0
43542,1
44028,1
1947,0
7229,0
